Time,CPU,Total_Memory,Free_Memory,Used_Memory,Percentage_Utilization,Bytes_Sent,Bytes_Receive
3960,1.0,2097139712,1097957376,157347840,16.8,71413008,96978893
3961,0.0,2097139712,1098022912,157282304,16.8,71418516,96981797
3962,1.0,2097139712,1097957376,157347840,16.8,71423810,96984203
3963,0.0,2097139712,1097957376,157347840,16.8,71429119,96987001
3964,2.9,2097139712,1098022912,157282304,16.8,71434644,96989477
3965,1.0,2097139712,1098088448,157216768,16.8,71440060,96992213
3966,1.0,2097139712,1097957376,157347840,16.8,71445259,96994813
3967,1.0,2097139712,1098022912,157282304,16.8,71450629,96997813
3968,0.0,2097139712,1098088448,157216768,16.8,71456040,97000615
3969,1.0,2097139712,1097957376,157347840,16.8,71461517,97003417
3970,1.0,2097139712,1098022912,157282304,16.8,71466827,97006087
3971,1.0,2097139712,1098055680,157249536,16.8,71472139,97008889
3972,0.0,2097139712,1097924608,157249536,16.8,71477455,97011559
3973,1.9,2097139712,1097990144,157315072,16.8,71483174,97014563
3974,0.0,2097139712,1098055680,157249536,16.8,71488688,97017101
3975,1.0,2097139712,1097924608,157380608,16.8,71494000,97019639
3976,1.0,2097139712,1097990144,157315072,16.8,71499654,97022507
3977,1.9,2097139712,1098055680,157249536,16.8,71504757,97025041
3978,1.0,2097139712,1098121216,157184000,16.8,71510145,97027711
3979,0.0,2097139712,1097924608,157380608,16.8,71515602,97030715
3980,2.0,2097139712,1098022912,157282304,16.8,71520867,97033447
3981,0.0,2097139712,1098055680,157249536,16.8,71526365,97036249
3982,1.0,2097139712,1097924608,157380608,16.8,71531746,97038725
3983,0.0,2097139712,1097990144,157315072,16.8,71537332,97041725
3984,0.0,2097139712,1098055680,157249536,16.8,71542634,97044263
3985,0.0,2097139712,1097924608,157380608,16.8,71548196,97047065
3986,2.0,2097139712,1097990144,157315072,16.8,71553247,97049335
3987,0.0,2097139712,1098055680,157249536,16.8,71558934,97052339
3988,2.0,2097139712,1097957376,157347840,16.8,71564123,97055005
3989,1.0,2097139712,1097957376,157347840,16.8,71569678,97057679
3990,0.0,2097139712,1098022912,157282304,16.8,71575021,97060279
3991,2.0,2097139712,1098088448,157216768,16.8,71580806,97063415
3992,1.0,2097139712,1097957376,157347840,16.8,71586196,97065887
3993,2.0,2097139712,1097957376,157282304,16.8,71591902,97068755
3994,2.0,2097139712,1098088448,157216768,16.8,71597542,97071557
3994,1.0,2097139712,1097957376,157347840,16.8,71602623,97073893
3996,0.0,2097139712,1098022912,157282304,16.8,71608165,97076827
3997,0.0,2097139712,1098088448,157216768,16.8,71613546,97079369
3998,1.0,2097139712,1097924608,157380608,16.8,71618695,97081771
3999,2.9,2097139712,1097990144,157315072,16.8,71624063,97084243
4000,2.0,2097139712,1098055680,157249536,16.8,71629542,97086851
4001,1.0,2097139712,1098121216,157184000,16.8,71634625,97089451
4002,0.0,2097139712,1097924608,157380608,16.8,71640025,97092187
4003,1.0,2097139712,1097990144,157315072,16.8,71645589,97094989
4004,1.0,2097139712,1098055680,157249536,16.8,71651075,97097857
4005,0.0,2097139712,1097924608,157380608,16.8,71656456,97100333
4006,2.0,2097139712,1097990144,157315072,16.8,71661603,97102669
4007,2.0,2097139712,1098055680,157249536,16.8,71666883,97105249
4008,2.0,2097139712,1097957376,157347840,16.8,71671977,97107985
4009,0.0,2097139712,1097957376,157347840,16.8,71677115,97110589
4010,2.0,2097139712,1098022912,157282304,16.8,71682638,97113329
4011,1.0,2097139712,1098088448,157216768,16.8,71688138,97116131
4012,2.0,2097139712,1098088448,157347840,16.8,71693287,97118467
4012,1.0,2097139712,1098022912,157282304,16.8,71698573,97121335
4014,1.0,2097139712,1098088448,157216768,16.8,71704158,97123877
4015,0.0,2097139712,1097957376,157347840,16.8,71709366,97126283
4016,1.0,2097139712,1097990144,157315072,16.8,71714690,97128755
4017,1.0,2097139712,1098055680,157249536,16.8,71720036,97131161
4018,1.0,2097139712,1098088448,157216768,16.8,71725284,97133897
4019,0.0,2097139712,1097957376,157347840,16.8,71730502,97136431
4020,1.9,2097139712,1098022912,157282304,16.8,71736230,97139501
4021,0.0,2097139712,1098088448,157216768,16.8,71741647,97142299
4022,2.0,2097139712,1097957376,157347840,16.8,71747082,97144907
4023,2.0,2097139712,1098022912,157282304,16.8,71752330,97147181
4024,1.0,2097139712,1098055680,157245440,16.8,71757543,97149781
4025,0.0,2097139712,1097924608,157376512,16.8,71763041,97152517
4026,1.0,2097139712,1097957376,157343744,16.8,71768189,97155319
4027,1.0,2097139712,1098022912,157278208,16.8,71773834,97158323
4028,1.0,2097139712,1098088448,157212672,16.8,71779043,97161187
4029,1.0,2097139712,1097957376,157343744,16.8,71784314,97163923
4030,1.0,2097139712,1098022912,157343744,16.8,71789932,97166791
4031,0.0,2097139712,1098088448,157208576,16.8,71795410,97169597
4032,0.0,2097139712,1097957376,157339648,16.8,71800964,97172465
4033,2.0,2097139712,1098022912,157274112,16.8,71806141,97175197
4034,0.0,2097139712,1098088448,157208576,16.8,71811409,97177999
4035,1.0,2097139712,1097957376,157339648,16.8,71816836,97180673
4036,1.0,2097139712,1098022912,157274112,16.8,71822344,97183541
4037,2.9,2097139712,1098088448,157208576,16.8,71827557,97186009
4038,1.0,2097139712,1097957376,157339648,16.8,71832837,97188745
4039,0.0,2097139712,1098022912,157274112,16.8,71838436,97191551
4040,2.0,2097139712,1098055680,157241344,16.8,71843375,97194151
4040,2.0,2097139712,1097924608,157372416,16.8,71848490,97196669
4042,0.0,2097139712,1097990144,157306880,16.8,71853858,97199297
4043,2.0,2097139712,1098055680,157241344,16.8,71859419,97202095
4044,1.0,2097139712,1098121216,157175808,16.8,71864844,97204769
4045,2.0,2097139712,1097957376,157339648,16.8,71870212,97207237
4045,0.0,2097139712,1097990144,157306880,16.8,71875635,97210039
4047,1.9,2097139712,1098055680,157241344,16.8,71881016,97212581
4048,0.0,2097139712,1097924608,157372416,16.8,71886364,97215053
4049,1.9,2097139712,1097990144,157306880,16.8,71891553,97217653
4050,2.0,2097139712,1098055680,157241344,16.8,71897130,97220459
4051,2.0,2097139712,1097957376,157339648,16.8,71902392,97222997
4052,2.0,2097139712,1097957376,157339648,16.8,71907724,97225733
4053,0.0,2097139712,1098022912,157274112,16.8,71912945,97228531
4054,1.0,2097139712,1098088448,157208576,16.8,71918279,97231135
4055,2.0,2097139712,1097957376,157339648,16.8,71923581,97233871
4056,0.0,2097139712,1098022912,157274112,16.8,71928763,97236343
4057,2.0,2097139712,1098088448,157208576,16.8,71933921,97239055
4058,1.0,2097139712,1097957376,157339648,16.8,71939483,97242121
4059,0.0,2097139712,1097957376,157270016,16.8,71944971,97244989
4060,1.9,2097139712,1098088448,157204480,16.8,71950251,97247659
4061,0.0,2097139712,1097924608,157368320,16.8,71955565,97250329
4062,2.0,2097139712,1097990144,157302784,16.8,71961164,97253003
4063,1.0,2097139712,1098055680,157237248,16.8,71966456,97255343
4064,0.0,2097139712,1098121216,157171712,16.8,71971682,97257683
4065,2.9,2097139712,1097957376,157335552,16.8,71976895,97260019
4066,0.0,2097139712,1098022912,157270016,16.8,71982572,97262957
4067,2.0,2097139712,1098088448,157204480,16.8,71988016,97265561
4068,0.0,2097139712,1097924608,157368320,16.8,71993338,97268033
4069,2.0,2097139712,1097957376,157335552,16.8,71998607,97270501
4070,1.0,2097139712,1098022912,157270016,16.8,72004184,97273171
4071,1.0,2097139712,1097957376,157335552,16.8,72009680,97275845
4072,2.0,2097139712,1097957376,157335552,16.8,72015209,97278643
4073,1.0,2097139712,1098022912,157270016,16.8,72020365,97281185
4074,1.0,2097139712,1098088448,157204480,16.8,72026004,97283789
4075,0.0,2097139712,1097957376,157335552,16.8,72031423,97286653
4076,0.0,2097139712,1098022912,157270016,16.8,72036769,97289587
4077,2.0,2097139712,1098088448,157204480,16.8,72042345,97292323
4078,1.0,2097139712,1097957376,157335552,16.8,72047745,97295095
4079,2.0,2097139712,1097990144,157302784,16.8,72053126,97297571
4080,0.0,2097139712,1098055680,157237248,16.8,72058393,97300171
4081,1.0,2097139712,1097924608,157368320,16.8,72063967,97303171
4082,2.0,2097139712,1097990144,157302784,16.8,72068785,97305491
4083,1.0,2097139712,1098055680,157237248,16.8,72074219,97308379
4084,1.9,2097139712,1098121216,157171712,16.8,72079852,97311251
4085,2.0,2097139712,1097957376,157335552,16.8,72085168,97313681
4085,2.0,2097139712,1098022912,157270016,16.8,72090315,97316017
4087,2.9,2097139712,1098088448,157204480,16.8,72096036,97319087
4088,1.9,2097139712,1097957376,157335552,16.8,72101500,97321823
4089,0.0,2097139712,1098022912,157270016,16.8,72106726,97324163
4090,2.0,2097139712,1098088448,157204480,16.8,72111731,97326499
4091,0.0,2097139712,1097924608,157368320,16.8,72117011,97329103
4092,1.0,2097139712,1097957376,157335552,16.8,72122541,97332037
4093,2.0,2097139712,1098022912,157270016,16.8,72127789,97334641
4094,0.0,2097139712,1098088448,157204480,16.8,72133101,97337311
4095,0.0,2097139712,1097957376,157335552,16.8,72138788,97340447
4096,1.0,2097139712,1098022912,157270016,16.8,72144396,97343381
4097,2.0,2097139712,1098088448,157204480,16.8,72149818,97346315
4098,0.0,2097139712,1097957376,157335552,16.8,72154977,97348849
4099,1.0,2097139712,1098022912,157270016,16.8,72160296,97351391
4100,1.0,2097139712,1098088448,157204480,16.8,72165618,97353863
4101,1.0,2097139712,1097924608,157368320,16.8,72170942,97356335
4102,1.0,2097139712,1097990144,157302784,16.8,72176168,97358675
4103,1.0,2097139712,1098055680,157237248,16.8,72181742,97361477
4104,1.0,2097139712,1098088448,157204480,16.8,72186968,97363817
4105,2.0,2097139712,1097957376,157335552,16.8,72192216,97366091
4106,2.0,2097139712,1098022912,157270016,16.8,72197481,97368469
4107,1.0,2097139712,1098055680,157237248,16.8,72202695,97371073
4108,1.0,2097139712,1097924608,157368320,16.8,72207843,97373875
4108,1.9,2097139712,1097990144,157302784,16.8,72213248,97376549
4110,1.0,2097139712,1098055680,157237248,16.8,72218474,97378889
4111,2.0,2097139712,1098121216,157171712,16.8,72223459,97381291
4112,1.0,2097139712,1097924608,157368320,16.8,72228629,97384093
4113,1.0,2097139712,1097990144,157302784,16.8,72234416,97387159
4114,0.0,2097139712,1098055680,157237248,16.8,72239908,97390031
4115,1.0,2097139712,1097924608,157368320,16.8,72245097,97392499
4116,1.0,2097139712,1097990144,157302784,16.8,72250627,97395499
4117,1.0,2097139712,1098055680,157237248,16.8,72256160,97398503
4118,1.0,2097139712,1097924608,157368320,16.8,72261378,97401107
4119,2.0,2097139712,1097990144,157302784,16.8,72266301,97403641
4120,1.0,2097139712,1098055680,157237248,16.8,72271958,97406447
4121,2.0,2097139712,1097924608,157368320,16.8,72277171,97409113
4122,1.0,2097139712,1097990144,157302784,16.8,72282505,97411651
4123,0.0,2097139712,1098055680,157237248,16.8,72287981,97414585
4124,1.0,2097139712,1097924608,157368320,16.8,72293560,97417391
4125,1.0,2097139712,1097957376,157335552,16.8,72298882,97419863
4126,1.0,2097139712,1098022912,157270016,16.8,72304174,97422665
4127,1.0,2097139712,1098088448,157204480,16.8,72309417,97425331
4128,1.0,2097139712,1097957376,157335552,16.8,72314874,97428137
4128,1.0,2097139712,1098022912,157270016,16.8,72320418,97430807
4130,1.0,2097139712,1098088448,157204480,16.8,72325737,97433539
4131,2.0,2097139712,1097957376,157335552,16.8,72331118,97436015
4132,2.9,2097139712,1097990144,157302784,16.8,72336234,97438417
4133,0.0,2097139712,1098055680,157237248,16.8,72341624,97440959
4134,1.0,2097139712,1098121216,157171712,16.8,72346904,97443365
4135,1.0,2097139712,1097924608,157368320,16.8,72352196,97445771
4136,1.0,2097139712,1097990144,157302784,16.8,72357311,97448305
4137,1.0,2097139712,1098055680,157237248,16.8,72362824,97451045
4138,1.0,2097139712,1097924608,157368320,16.8,72368256,97453583
4139,1.0,2097139712,1097990144,157302784,16.8,72373440,97456319
4140,1.0,2097139712,1098022912,157270016,16.8,72378642,97458655
4141,1.0,2097139712,1098088448,157204480,16.8,72384002,97461131
4142,1.0,2097139712,1097957376,157335552,16.8,72389466,97463603
4143,0.0,2097139712,1098022912,157270016,16.8,72395132,97466339
4143,1.0,2097139712,1098055680,157237248,16.8,72400588,97469075
4145,0.0,2097139712,1097924608,157368320,16.8,72405625,97471543
4146,2.9,2097139712,1097990144,157368320,16.8,72410961,97474213
4147,0.0,2097139712,1098055680,157368320,16.8,72416402,97476887
4148,3.9,2097139712,1097924608,157368320,16.8,72421858,97479623
4149,0.0,2097139712,1097990144,157302784,16.8,72427057,97482289
4150,1.0,2097139712,1098055680,157237248,16.8,72432438,97484831
4151,1.0,2097139712,1098088448,157237248,16.8,72437531,97486969
4152,1.0,2097139712,1097957376,157335552,16.8,72442912,97489445
4153,1.0,2097139712,1097990144,157298688,16.8,72448160,97491719
4154,1.0,2097139712,1098055680,157233152,16.8,72453277,97494253
4155,1.0,2097139712,1098121216,157167616,16.8,72458658,97496729
4156,2.9,2097139712,1097957376,157331456,16.8,72464340,97499573
4157,0.0,2097139712,1098022912,157265920,16.8,72469502,97501913
4158,1.0,2097139712,1098088448,157200384,16.8,72474778,97504319
4159,2.0,2097139712,1097924608,157364224,16.8,72480072,97506725
4160,0.0,2097139712,1097957376,157331456,16.8,72485298,97509065
4161,1.0,2097139712,1098022912,157265920,16.8,72490457,97511731
4162,2.0,2097139712,1098088448,157200384,16.8,72495838,97514273
4163,0.0,2097139712,1097957376,157331456,16.8,72501100,97516745
4164,1.0,2097139712,1097990144,157298688,16.8,72506245,97519081
4165,2.0,2097139712,1098055680,157233152,16.8,72511361,97521751
4166,2.0,2097139712,1097924608,157364224,16.8,72516668,97524557
4167,1.0,2097139712,1097990144,157298688,16.8,72522046,97527095
4168,1.0,2097139712,1098055680,157233152,16.8,72527392,97529501
4169,1.0,2097139712,1098088448,157200384,16.8,72532563,97531771
4170,1.0,2097139712,1097957376,157331456,16.8,72537936,97534577
4171,2.0,2097139712,1098022912,157265920,16.8,72543258,97537049
4172,0.0,2097139712,1098055680,157233152,16.8,72548484,97539389
4173,1.0,2097139712,1097924608,157364224,16.8,72553710,97541729
4174,1.0,2097139712,1097990144,157298688,16.8,72558781,97544065
4175,1.0,2097139712,1098022912,157265920,16.8,72563797,97546649
4176,2.0,2097139712,1098088448,157265920,16.8,72569354,97549343
4177,1.0,2097139712,1097957376,157331456,16.8,72574403,97551613
4178,1.0,2097139712,1098022912,157265920,16.8,72579904,97554155
4179,1.0,2097139712,1098055680,157233152,16.8,72585154,97556429
4180,1.0,2097139712,1098121216,157167616,16.8,72590137,97558831
4181,2.0,2097139712,1097990144,157298688,16.8,72595231,97561567
4182,1.0,2097139712,1098055680,157233152,16.8,72600798,97564637
4183,1.0,2097139712,1098055680,157167616,16.8,72606109,97567303
4184,2.0,2097139712,1097957376,157331456,16.8,72611828,97570307
4185,0.0,2097139712,1098022912,157265920,16.8,72616767,97572907
4186,1.0,2097139712,1098088448,157200384,16.8,72622520,97575977
4187,2.0,2097139712,1097957376,157331456,16.8,72628050,97578911
4188,1.0,2097139712,1098022912,157265920,16.8,72633217,97581643
4189,1.0,2097139712,1098088448,157200384,16.8,72638529,97584313
4190,1.0,2097139712,1097924608,157364224,16.8,72644052,97587119
4191,1.0,2097139712,1097990144,157298688,16.8,72649057,97589719
4192,0.0,2097139712,1098055680,157233152,16.8,72654394,97592327
4193,2.0,2097139712,1097924608,157364224,16.8,72659519,97594861
4194,1.0,2097139712,1097990144,157298688,16.8,72664900,97597373
4195,1.0,2097139712,1098022912,157265920,16.8,72670476,97600637
4196,1.0,2097139712,1097924608,157364224,16.8,72675705,97603963
4197,1.0,2097139712,1097990144,157298688,16.8,72681106,97607363
4198,1.0,2097139712,1098088448,157298688,16.8,72686682,97610627
4199,1.9,2097139712,1097957376,157331456,16.8,72692006,97613627
4200,1.0,2097139712,1098022912,157265920,16.8,72697244,97616821
4201,1.0,2097139712,1098088448,157200384,16.8,72702676,97619957
4202,1.0,2097139712,1097957376,157331456,16.8,72708166,97623089
4203,1.0,2097139712,1098055680,157233152,16.8,72713424,97626089
4204,1.0,2097139712,1098121216,157167616,16.8,72718593,97629151
4205,1.0,2097139712,1097957376,157331456,16.8,72724190,97632791
4206,1.0,2097139712,1098022912,157265920,16.8,72729325,97635919
4207,1.0,2097139712,1097924608,157364224,16.8,72734926,97639385
4208,1.0,2097139712,1097990144,157298688,16.8,72740228,97642715
4209,2.0,2097139712,1098055680,157233152,16.8,72745657,97645777
4210,1.0,2097139712,1097957376,157331456,16.8,72751094,97649111
4211,1.0,2097139712,1098022912,157265920,16.8,72756560,97652309
4212,0.0,2097139712,1098088448,157200384,16.8,72761830,97655045
4213,0.0,2097139712,1097957376,157331456,16.8,72766879,97657777
4214,0.0,2097139712,1098022912,157265920,16.8,72772260,97660847
4215,2.0,2097139712,1098088448,157200384,16.8,72777598,97663781
4217,0.0,2097139712,1098022912,157265920,16.8,72788292,97669715
4218,1.9,2097139712,1098088448,157200384,16.8,72793515,97672777
4219,0.0,2097139712,1097957376,157331456,16.8,72798719,97675777
4220,2.0,2097139712,1098022912,157265920,16.8,72803977,97678975
4221,0.0,2097139712,1098121216,157167616,16.8,72809348,97682243
4222,1.0,2097139712,1097990144,157298688,16.8,72814689,97685371
4223,2.0,2097139712,1098055680,157233152,16.8,72820214,97688705
4224,1.0,2097139712,1097924608,157364224,16.8,72825643,97692031
4225,2.0,2097139712,1097990144,157298688,16.8,72831013,97695229
4226,2.9,2097139712,1098055680,157233152,16.8,72836293,97698295
4227,0.0,2097139712,1097924608,157364224,16.8,72841837,97701691
4228,1.9,2097139712,1098022912,157265920,16.8,72847419,97705285
4229,0.0,2097139712,1098088448,157200384,16.8,72852996,97708553
4230,1.0,2097139712,1097957376,157331456,16.8,72858033,97711549
4230,0.0,2097139712,1098055680,157233152,16.8,72863171,97714681
4232,1.0,2097139712,1097924608,157360128,16.8,72868748,97718015
4233,0.0,2097139712,1097990144,157294592,16.8,72873851,97720879
4235,2.0,2097139712,1097924608,157360128,16.8,72884700,97726883
4236,1.0,2097139712,1097990144,157294592,16.8,72890024,97729883
4237,2.0,2097139712,1098055680,157229056,16.8,72895566,97733279
4238,1.0,2097139712,1097924608,157360128,16.8,72900814,97736081
4239,0.0,2097139712,1097990144,157294592,16.8,72906094,97739015
4240,2.0,2097139712,1098055680,157229056,16.8,72911496,97742015
4241,1.0,2097139712,1097924608,157360128,16.8,72916159,97744661
4242,0.0,2097139712,1097990144,157294592,16.8,72921599,97748803
4243,1.0,2097139712,1098088448,157196288,16.8,72926821,97752133
4244,1.0,2097139712,1097957376,157327360,16.8,72932212,97755401
4245,2.0,2097139712,1098022912,157261824,16.8,72937526,97758665
4246,1.0,2097139712,1098088448,157196288,16.8,72942782,97761863
4247,1.0,2097139712,1097990144,157294592,16.8,72948468,97765127
4248,1.0,2097139712,1098055680,157229056,16.8,72953615,97768189
4249,0.0,2097139712,1097924608,157360128,16.8,72959113,97771519
4250,2.9,2097139712,1098022912,157261824,16.8,72964866,97775183
4251,1.0,2097139712,1098088448,157196288,16.8,72970043,97778377
4252,1.0,2097139712,1097957376,157327360,16.8,72975554,97781711
4253,2.0,2097139712,1098055680,157229056,16.8,72980887,97784641
4254,1.0,2097139712,1098121216,157163520,16.8,72986420,97787909
4254,2.0,2097139712,1097990144,157294592,16.8,72991545,97790815
4256,0.0,2097139712,1098055680,157229056,16.8,72996663,97793811
4257,0.0,2097139712,1097924608,157360128,16.8,73002252,97797149
4258,1.0,2097139712,1097957376,157327360,16.8,73007481,97800079
4259,1.0,2097139712,1098055680,157229056,16.8,73012776,97803545
4260,1.0,2097139712,1097924608,157360128,16.8,73018067,97806607
4261,1.0,2097139712,1097990144,157290496,16.8,73023501,97810003
4262,1.0,2097139712,1098055680,157224960,16.8,73028783,97813135
4263,2.0,2097139712,1097957376,157323264,16.8,73033943,97816399
4264,1.0,2097139712,1098022912,157257728,16.8,73039139,97819597
4265,1.0,2097139712,1098088448,157192192,16.8,73044451,97822729
4266,1.9,2097139712,1097957376,157323264,16.8,73049984,97826459
4267,0.0,2097139712,1098055680,157224960,16.8,73055452,97829723
4268,2.0,2097139712,1097924608,157356032,16.8,73060651,97832851
4269,2.0,2097139712,1097990144,157290496,16.8,73066218,97836185
4270,2.0,2097139712,1098088448,157192192,16.8,73071614,97839185
4271,0.0,2097139712,1097957376,157323264,16.8,73076928,97842317
4272,2.0,2097139712,1098022912,157257728,16.8,73082296,97845185
4273,1.0,2097139712,1098088448,157192192,16.8,73087475,97848247
4274,0.0,2097139712,1097924608,157356032,16.8,73092802,97851647
4275,2.0,2097139712,1098022912,157257728,16.8,73098200,97854845
4276,0.0,2097139712,1098088448,157192192,16.8,73103426,97857713
4277,1.0,2097139712,1097957376,157323264,16.8,73108461,97860577
4278,1.0,2097139712,1098022912,157257728,16.8,73113690,97863845
4279,2.9,2097139712,1098088448,157192192,16.8,73118879,97866775
4280,0.0,2097139712,1097957376,157323264,16.8,73124093,97870105
4281,1.0,2097139712,1098055680,157224960,16.8,73129564,97873571
4282,0.0,2097139712,1097924608,157356032,16.8,73135044,97876769
4283,1.0,2097139712,1097990144,157290496,16.8,73140356,97880033
4284,1.0,2097139712,1098055680,157224960,16.8,73145636,97882967
4285,1.9,2097139712,1097924608,157356032,16.8,73151080,97886033
4286,1.0,2097139712,1098022912,157257728,16.8,73151080,97888901
4287,0.0,2097139712,1098088448,157192192,16.8,73161693,97891963
4288,1.0,2097139712,1097957376,157323264,16.8,73167456,97895627
4289,2.0,2097139712,1098022912,157257728,16.8,73172591,97898755
4290,0.0,2097139712,1098121216,157159424,16.8,73178310,97902353
4291,0.0,2097139712,1097990144,157290496,16.8,73183435,97905283
4292,2.0,2097139712,1098055680,157224960,16.8,73188981,97908835
4293,0.0,2097139712,1097924608,157356032,16.8,73194181,97912099
4294,2.9,2097139712,1097990144,157290496,16.8,73199465,97915099
4295,0.0,2097139712,1098055680,157224960,16.8,73204613,97918429
4296,1.0,2097139712,1097924608,157356032,16.8,73210173,97921825
4297,1.9,2097139712,1098022912,157257728,16.8,73215498,97925221
4298,2.0,2097139712,1098088448,157192192,16.8,73220797,97928551
4299,2.0,2097139712,1097957376,157323264,16.8,73226420,97931947
4300,0.0,2097139712,1098055680,157224960,16.8,73231996,97935083
4301,1.9,2097139712,1097924608,157356032,16.8,73237381,97938409
4302,1.0,2097139712,1097990144,157290496,16.8,73242857,97941871
4303,1.0,2097139712,1097990144,157192192,16.8,73248326,97945271
4304,1.0,2097139712,1097957376,157323264,16.8,73253473,97948507
4305,1.0,2097139712,1098022912,157257728,16.8,73259086,97951775
4306,2.0,2097139712,1098121216,157159424,16.8,73264375,97954639
4307,1.0,2097139712,1097990144,157290496,16.8,73269790,97957841
4308,1.0,2097139712,1098055680,157224960,16.8,73275288,97961171
4309,1.0,2097139712,1097891840,157388800,16.8,73280764,97964567
4310,1.0,2097139712,1097990144,157290496,16.8,73286284,97967831
4311,2.0,2097139712,1098055680,157224960,16.8,73291419,97970863
4312,1.0,2097139712,1097924608,157356032,16.8,73296854,97973999
4313,2.0,2097139712,1097990144,157290496,16.8,73302134,97976933
4314,1.0,2097139712,1098055680,157224960,16.8,73307271,97979863
4315,1.0,2097139712,1097957376,157323264,16.8,73312652,97982933
4316,2.0,2097139712,1098022912,157323264,16.8,73317745,97985533
4317,1.9,2097139712,1098055680,157224960,16.8,73323150,97988537
4318,0.0,2097139712,1097924608,157356032,16.8,73328630,97991537
4319,2.0,2097139712,1097990144,157290496,16.8,73333711,97994401
4320,1.0,2097139712,1098088448,157192192,16.8,73339111,97997599
4321,0.0,2097139712,1097957376,157323264,16.8,73344492,98000669
4322,1.0,2097139712,1098022912,157257728,16.8,73349912,98003867
4323,1.0,2097139712,1098088448,157192192,16.8,73355258,98006801
4324,2.0,2097139712,1097957376,157323264,16.8,73360670,98009735
4325,0.0,2097139712,1098022912,157257728,16.8,73365830,98012533
4326,2.0,2097139712,1098088448,157192192,16.8,73371220,98015603
4327,1.0,2097139712,1097957376,157323264,16.8,73376524,98018669
4328,1.0,2097139712,1098022912,157257728,16.8,73382061,98022061
4329,1.0,2097139712,1098121216,157159424,16.8,73387199,98025193
4330,0.0,2097139712,1097957376,157323264,16.8,73392516,98028263
4331,2.0,2097139712,1098022912,157257728,16.8,73397896,98031527
4332,0.0,2097139712,1097957376,157323264,16.8,73403247,98034853
4333,1.9,2097139712,1097990144,157290496,16.8,73408832,98038187
4334,1.0,2097139712,1098055680,157224960,16.8,73414317,98041513
4335,2.0,2097139712,1097924608,157356032,16.8,73419675,98044843
4336,2.0,2097139712,1098022912,157257728,16.8,73424957,98047975
4337,1.0,2097139712,1098088448,157192192,16.8,73430273,98051503
4338,0.0,2097139712,1097957376,157323264,16.8,73436007,98054965
4339,1.0,2097139712,1098055680,157224960,16.8,73441586,98058299
4340,1.0,2097139712,1097924608,157356032,16.8,73446908,98061299
4341,1.0,2097139712,1097990144,157290496,16.8,73452070,98064167
4342,1.0,2097139712,1098055680,157224960,16.8,73457392,98067167
4342,2.0,2097139712,1097924608,157356032,16.8,73462610,98070299
4344,1.0,2097139712,1097924608,157290496,16.8,73467970,98073431
4345,1.0,2097139712,1098088448,157192192,16.8,73473159,98076427
4346,1.0,2097139712,1097924608,157356032,16.8,73478581,98079757
4347,1.0,2097139712,1097990144,157290496,16.8,73483962,98082827
4348,1.0,2097139712,1098055680,157224960,16.8,73489202,98085893
4349,1.0,2097139712,1097924608,157356032,16.8,73494425,98088823
4350,1.0,2097139712,1098022912,157257728,16.8,73499925,98092087
4351,1.0,2097139712,1098088448,157192192,16.8,73505384,98095355
4352,1.0,2097139712,1097957376,157323264,16.8,73510637,98098417
4353,1.0,2097139712,1098022912,157257728,16.8,73516216,98102213
4354,1.0,2097139712,1097924608,157356032,16.8,73521665,98105647
4355,0.0,2097139712,1097990144,157290496,16.8,73527046,98109043
4356,1.0,2097139712,1098088448,157192192,16.8,73532191,98112241
4357,1.0,2097139712,1097957376,157323264,16.8,73537966,98115773
4358,1.0,2097139712,1097957376,157257728,16.8,73543550,98119169
4359,0.0,2097139712,1097924608,157356032,16.8,73548984,98122301
4360,1.0,2097139712,1097990144,157290496,16.8,73554408,98125433
4361,1.0,2097139712,1098055680,157224960,16.8,73559862,98128697
4363,2.0,2097139712,1098022912,157257728,16.8,73570708,98135159
4364,1.0,2097139712,1098088448,157192192,16.8,73576061,98138551
4365,2.0,2097139712,1097924608,157356032,16.8,73581498,98141687
4366,1.0,2097139712,1097990144,157290496,16.8,73586895,98144881
4367,0.0,2097139712,1098088448,157290496,16.8,73592278,98147951
4368,1.0,2097139712,1097957376,157323264,16.8,73597567,98151079
4369,1.0,2097139712,1098022912,157257728,16.8,73603048,98154281
4370,1.0,2097139712,1097957376,157323264,16.8,73608490,98157347
4370,1.0,2097139712,1097957376,157323264,16.8,73613583,98159947
4372,2.0,2097139712,1098022912,157257728,16.8,73618851,98163343
4373,2.0,2097139712,1097924608,157356032,16.8,73623687,98166265
4374,0.0,2097139712,1097990144,157290496,16.8,73629110,98169677
4375,1.0,2097139712,1098055680,157224960,16.8,73634475,98172739
4376,0.0,2097139712,1097924608,157356032,16.8,73639623,98176135
4377,1.0,2097139712,1098022912,157257728,16.8,73645089,98179531
4378,1.9,2097139712,1098088448,157192192,16.8,73650379,98182927
4379,1.0,2097139712,1097957376,157323264,16.8,73656010,98186455
4380,1.0,2097139712,1098055680,157224960,16.8,73661341,98189917
4381,2.0,2097139712,1097924608,157356032,16.8,73666766,98193053
4382,1.9,2097139712,1097990144,157290496,16.8,73671749,98195983
4383,0.0,2097139712,1098088448,157192192,16.8,73677193,98199313
4384,2.9,2097139712,1097924608,157356032,16.8,73682520,98202511
